YEAR,DISTRICT,MONTH,AVERAGE LAFD TURNOUT TIME IN DISTRICT - Non-EMS,AVERAGE LAFD TURNOUT TIME IN DISTRICT - EMS,AVERAGE LAFD TRAVEL TIME  IN DISTRICT - Non-EMS,AVERAGE LAFD TRAVEL TIME IN DISTRICT - EMS,INCIDENT COUNT IN DISTRICT - Non-EMS,INCIDENT COUNT IN DISTRICT - EMS
2016,48,May,0:00:58,0:01:05,0:03:52,0:03:18,24,195
2016,48,Jun,0:00:56,0:01:05,0:03:29,0:03:35,18,188
2016,48,Jul,0:01:01,0:01:05,0:03:16,0:03:26,25,237
2016,48,Aug,0:00:59,0:01:08,0:03:21,0:03:35,22,207
2016,48,Sep,0:01:04,0:01:05,0:04:00,0:03:40,31,190
2016,48,Oct,0:01:08,0:01:10,0:03:23,0:03:55,26,197
2016,48,Nov,0:01:07,0:01:08,0:02:57,0:03:48,14,212
2016,48,Dec,0:01:03,0:01:05,0:03:26,0:03:46,30,222
2016,48,Overall 2016,0:01:03,0:01:08,0:03:30,0:03:33,313,2366
2016,49,Jan,0:00:44,0:01:06,0:05:35,0:04:43,8,21
2016,49,Feb,0:01:02,0:00:52,0:04:48,0:04:25,3,11
2016,49,Mar,0:01:19,0:01:02,0:06:18,0:04:17,5,25
2016,49,Apr,0:00:54,0:01:07,0:04:25,0:05:29,4,14
2016,49,May,0:01:02,0:01:17,0:08:17,0:06:28,4,14
2016,49,Jun,0:01:00,0:00:54,0:02:30,0:04:18,3,17
2016,49,Jul,0:01:20,0:01:14,0:02:14,0:05:23,1,14
2016,49,Aug,0:01:10,0:01:03,0:04:33,0:04:45,4,21
2016,49,Sep,0:01:19,0:00:53,0:07:03,0:07:27,7,9
2016,49,Oct,0:01:02,0:01:11,0:03:01,0:04:45,5,14
2016,49,Nov,0:01:03,0:01:03,0:04:58,0:04:36,5,14
2016,49,Dec,0:01:17,0:00:59,0:03:40,0:05:40,6,15
2016,49,Overall 2016,0:01:06,0:01:04,0:05:24,0:05:03,55,189
2016,50,Jan,0:01:08,0:01:08,0:04:17,0:04:15,26,95
2016,50,Feb,0:01:30,0:01:14,0:05:36,0:04:39,24,113
2016,50,Mar,0:01:06,0:01:12,0:04:39,0:04:26,34,123
2016,50,Apr,0:01:19,0:01:02,0:04:47,0:04:49,30,90
2016,50,May,0:01:08,0:01:07,0:06:37,0:04:21,24,102
2016,50,Jun,0:01:06,0:01:03,0:04:28,0:04:51,34,108
2016,50,Jul,0:01:10,0:01:04,0:04:50,0:05:22,42,116
2016,50,Aug,0:01:19,0:01:05,0:05:17,0:04:32,32,121
2016,50,Sep,0:01:10,0:01:03,0:04:09,0:04:50,27,114
2016,50,Oct,0:01:07,0:01:05,0:04:41,0:04:59,19,101
2016,50,Nov,0:01:00,0:01:02,0:04:56,0:04:20,24,99
2016,50,Dec,0:01:00,0:01:02,0:05:00,0:04:33,25,129
2016,50,Overall 2016,0:01:12,0:01:06,0:04:55,0:04:40,341,1311
2016,51,Jan,0:01:04,0:01:15,0:04:39,0:05:13,84,434
2016,51,Feb,0:01:00,0:01:18,0:05:24,0:05:27,86,384
2016,51,Mar,0:01:12,0:01:15,0:05:19,0:05:39,124,512
2016,51,Apr,0:01:06,0:01:14,0:05:07,0:05:31,113,468
2016,51,May,0:01:07,0:01:14,0:04:54,0:05:40,119,532
2016,51,Jun,0:01:15,0:01:08,0:05:21,0:05:43,95,538
2016,51,Jul,0:01:08,0:01:12,0:04:31,0:05:14,111,552
2016,51,Aug,0:01:05,0:01:09,0:04:40,0:05:38,97,561
2016,51,Sep,0:00:49,0:01:05,0:04:54,0:05:22,86,488
2016,51,Oct,0:01:10,0:01:06,0:04:45,0:05:35,106,467
2016,51,Nov,0:01:15,0:01:08,0:05:01,0:05:37,103,509
2016,51,Dec,0:00:55,0:01:07,0:05:21,0:05:43,109,617
2016,51,Overall 2016,0:01:06,0:01:11,0:05:00,0:05:32,1233,6062
2016,52,Jan,0:00:56,0:01:02,0:03:46,0:04:20,62,344
2016,52,Feb,0:01:06,0:01:03,0:04:39,0:04:25,46,337
2016,52,Mar,0:00:58,0:00:59,0:04:26,0:04:01,48,310
2016,52,Apr,0:01:06,0:01:06,0:04:08,0:04:08,41,310
2016,52,May,0:01:08,0:01:01,0:04:04,0:04:18,38,269
2016,52,Jun,0:00:57,0:01:02,0:03:53,0:04:09,34,341
2016,52,Jul,0:01:08,0:01:00,0:04:02,0:04:10,48,318
2016,52,Aug,0:01:07,0:01:02,0:03:52,0:03:58,39,295
2016,52,Sep,0:01:11,0:00:57,0:04:48,0:04:15,46,306
2016,52,Oct,0:01:04,0:00:55,0:04:25,0:04:22,56,324
2016,52,Nov,0:00:56,0:00:54,0:04:04,0:04:14,42,288
2016,52,Dec,0:00:57,0:00:57,0:04:10,0:04:13,54,305
2016,52,Overall 2016,0:01:03,0:01:00,0:04:12,0:04:13,554,3747
2016,55,Jan,0:01:11,0:01:05,0:03:43,0:03:58,26,105
2016,55,Feb,0:00:59,0:01:02,0:02:51,0:04:02,14,115
2016,55,Mar,0:01:01,0:00:58,0:03:25,0:04:05,14,124
2016,55,Apr,0:01:03,0:00:57,0:04:30,0:03:45,16,147
2016,55,May,0:01:13,0:01:02,0:04:14,0:04:06,17,107
2016,55,Jun,0:00:44,0:00:58,0:03:38,0:04:24,10,113
2016,55,Jul,0:01:10,0:00:57,0:04:21,0:04:28,15,128
2016,55,Aug,0:01:00,0:00:55,0:04:16,0:03:52,14,135
2016,55,Sep,0:01:02,0:00:54,0:04:27,0:04:11,24,126
2016,55,Oct,0:00:56,0:00:55,0:04:00,0:03:54,29,124
2016,55,Nov,0:00:50,0:00:55,0:03:49,0:04:04,22,134
2016,55,Dec,0:00:52,0:00:58,0:03:48,0:04:06,33,131
2016,55,Overall 2016,0:01:01,0:00:58,0:03:57,0:04:04,234,1489
2016,56,Jan,0:01:15,0:01:04,0:06:33,0:05:14,45,146
2016,56,Feb,0:01:10,0:01:11,0:04:45,0:05:22,28,159
2016,56,Mar,0:01:00,0:01:04,0:05:26,0:05:28,40,164
2016,56,Apr,0:00:56,0:01:00,0:05:01,0:05:18,22,160
2016,56,May,0:00:54,0:01:05,0:05:54,0:05:40,36,153
2016,56,Jun,0:01:07,0:01:05,0:05:52,0:04:54,41,176
2016,56,Jul,0:01:06,0:01:02,0:05:29,0:05:32,32,143
2016,56,Aug,0:01:13,0:01:10,0:05:13,0:05:51,25,142
2016,56,Sep,0:01:08,0:01:06,0:04:56,0:05:02,37,156
2016,56,Oct,0:01:09,0:01:03,0:05:20,0:05:31,36,174
2016,56,Nov,0:01:23,0:01:06,0:05:12,0:05:22,31,171
2016,56,Dec,0:00:55,0:01:03,0:05:26,0:05:38,40,193
2016,56,Overall 2016,0:01:08,0:01:05,0:05:30,0:05:24,413,1937
2016,57,Jan,0:01:00,0:01:02,0:04:28,0:04:23,105,840
2016,57,Feb,0:00:54,0:01:00,0:04:32,0:04:29,75,817
2016,57,Mar,0:01:07,0:01:02,0:04:12,0:04:32,97,851
2016,57,Apr,0:01:00,0:01:00,0:04:18,0:04:32,72,811
2016,57,May,0:01:04,0:00:59,0:04:43,0:04:34,69,862
2016,57,Jun,0:01:01,0:00:59,0:04:25,0:04:27,95,852
2016,57,Jul,0:01:01,0:01:00,0:04:17,0:04:27,110,872
2016,57,Aug,0:01:06,0:01:00,0:04:44,0:04:28,80,887
2016,57,Sep,0:01:03,0:01:01,0:04:32,0:04:42,97,965
2016,57,Oct,0:01:06,0:01:02,0:04:14,0:04:42,89,901
2016,57,Nov,0:01:01,0:01:02,0:05:04,0:04:46,91,931
2016,57,Dec,0:00:59,0:01:01,0:04:38,0:04:44,83,947
2016,57,Overall 2016,0:01:02,0:01:01,0:04:30,0:04:34,1063,10536
2016,58,Jan,0:01:04,0:01:07,0:04:24,0:04:20,75,412
2016,58,Feb,0:01:01,0:01:08,0:04:59,0:04:19,75,461
2016,58,Mar,0:01:00,0:01:03,0:04:23,0:04:22,73,452
2016,58,Apr,0:01:04,0:01:04,0:04:41,0:04:15,110,436
2016,58,May,0:01:06,0:01:02,0:05:00,0:04:22,79,477
2016,58,Jun,0:01:07,0:00:59,0:05:03,0:04:16,89,470
2016,58,Jul,0:01:07,0:01:02,0:05:02,0:04:22,105,451
2016,58,Aug,0:01:00,0:01:03,0:04:20,0:04:41,85,477
2016,58,Sep,0:01:07,0:01:02,0:04:56,0:04:51,75,451
2016,58,Oct,0:01:02,0:01:00,0:04:59,0:04:29,96,433
2016,58,Nov,0:01:00,0:01:00,0:04:08,0:04:26,81,425
2016,58,Dec,0:01:02,0:00:54,0:05:08,0:04:38,106,467
2016,58,Overall 2016,0:01:03,0:01:02,0:04:46,0:04:27,1049,5412
2016,59,Jan,0:01:02,0:01:05,0:03:55,0:04:19,82,280
2016,59,Feb,0:00:59,0:01:06,0:04:17,0:04:14,53,272
2016,59,Mar,0:01:03,0:01:05,0:04:50,0:04:53,63,286
2016,59,Apr,0:01:05,0:01:07,0:04:20,0:04:18,51,275
2016,59,May,0:00:58,0:01:03,0:04:57,0:04:37,71,320
2016,59,Jun,0:01:00,0:00:55,0:04:33,0:04:36,55,309
2016,59,Jul,0:00:51,0:00:58,0:04:29,0:04:20,63,296
2016,59,Aug,0:00:53,0:00:58,0:04:32,0:04:30,70,284
2016,59,Sep,0:00:54,0:01:02,0:04:40,0:04:27,57,319
2016,59,Oct,0:01:05,0:00:58,0:04:54,0:04:50,75,319
2016,59,Nov,0:00:59,0:00:59,0:04:50,0:04:51,60,292
2016,59,Dec,0:00:56,0:00:58,0:04:47,0:04:42,76,280
2016,59,Overall 2016,0:00:59,0:01:01,0:04:36,0:04:33,776,3532
2016,60,Jan,0:01:04,0:01:12,0:03:41,0:04:13,72,447
2016,60,Feb,0:01:05,0:01:11,0:04:02,0:03:58,63,507
2016,60,Mar,0:01:07,0:01:01,0:04:10,0:04:06,68,514
2016,60,Apr,0:01:01,0:00:58,0:03:52,0:03:57,72,461
2016,60,May,0:01:06,0:01:01,0:04:04,0:04:01,79,484
2016,60,Jun,0:01:00,0:00:56,0:03:29,0:04:10,62,548
2016,60,Jul,0:00:58,0:00:58,0:03:41,0:04:10,73,493
2016,60,Aug,0:00:56,0:00:52,0:03:21,0:04:04,71,494
2016,60,Sep,0:01:02,0:00:52,0:04:15,0:04:11,67,475
2016,60,Oct,0:01:06,0:00:54,0:03:44,0:04:17,86,516
2016,60,Nov,0:01:05,0:00:55,0:03:57,0:04:11,85,458
2016,60,Dec,0:01:00,0:00:57,0:04:42,0:04:18,94,558
2016,60,Overall 2016,0:01:02,0:00:59,0:03:56,0:04:08,892,5955
2016,61,Jan,0:01:11,0:01:10,0:03:56,0:04:22,138,535
2016,61,Feb,0:01:01,0:01:09,0:03:37,0:04:21,99,507
2016,61,Mar,0:01:03,0:01:04,0:04:02,0:04:42,105,540
2016,61,Apr,0:00:59,0:01:05,0:03:59,0:04:43,99,493
2016,61,May,0:01:00,0:01:00,0:03:40,0:04:44,107,556
2016,61,Jun,0:00:51,0:00:51,0:04:36,0:04:45,138,513
2016,61,Jul,0:00:56,0:00:59,0:04:20,0:04:58,109,580
2016,61,Aug,0:00:57,0:00:57,0:04:31,0:04:45,116,545
2016,61,Sep,0:00:52,0:00:55,0:04:06,0:04:50,117,517
2016,61,Oct,0:00:46,0:00:51,0:04:27,0:04:52,125,509
2016,61,Nov,0:00:54,0:00:51,0:04:36,0:04:46,125,497
2016,61,Dec,0:00:53,0:00:54,0:04:27,0:04:45,128,521
2016,61,Overall 2016,0:00:57,0:00:59,0:04:13,0:04:43,1406,6313
2016,62,Jan,0:01:05,0:01:11,0:03:55,0:04:28,43,267
2016,62,Feb,0:01:08,0:01:09,0:04:14,0:04:34,38,236
2016,62,Mar,0:00:57,0:01:01,0:04:21,0:04:21,39,225
2016,62,Apr,0:01:07,0:01:01,0:05:03,0:04:47,43,242
2016,62,May,0:01:03,0:01:02,0:04:36,0:04:40,29,232
2016,62,Jun,0:01:02,0:00:56,0:04:46,0:04:35,27,247
2016,62,Jul,0:01:05,0:01:03,0:05:28,0:04:22,36,237
2016,62,Aug,0:00:55,0:00:56,0:04:33,0:04:43,20,259
2016,62,Sep,0:00:56,0:00:59,0:05:43,0:04:53,33,223
2016,62,Oct,0:01:00,0:00:56,0:04:23,0:04:25,40,247
2016,62,Nov,0:00:59,0:01:00,0:04:37,0:04:51,44,214
2016,62,Dec,0:01:09,0:01:03,0:04:04,0:04:09,44,242
2016,62,Overall 2016,0:01:03,0:01:02,0:04:36,0:04:34,436,2871
2016,63,Jan,0:01:04,0:01:08,0:04:39,0:04:41,74,381
2016,63,Feb,0:01:06,0:01:11,0:04:15,0:04:36,75,343
2016,63,Mar,0:00:59,0:01:11,0:04:51,0:04:46,72,370
2016,63,Apr,0:01:07,0:01:06,0:04:38,0:04:42,73,385
2016,63,May,0:00:57,0:01:09,0:04:42,0:04:33,101,399
2016,63,Jun,0:01:12,0:01:00,0:04:46,0:04:31,70,430
2016,63,Jul,0:01:00,0:01:04,0:04:41,0:04:47,82,458
2016,63,Aug,0:00:55,0:01:02,0:04:34,0:04:35,68,473
2016,63,Sep,0:01:19,0:01:01,0:04:54,0:04:30,59,379
2016,63,Oct,0:00:51,0:01:03,0:05:12,0:04:16,106,379
2016,63,Nov,0:00:56,0:01:00,0:04:23,0:04:33,68,357
2016,63,Dec,0:00:57,0:01:01,0:04:22,0:04:40,74,304
2016,63,Overall 2016,0:01:01,0:01:05,0:04:41,0:04:36,922,4658
2016,64,Jan,0:01:07,0:01:05,0:04:36,0:04:32,180,897
2016,64,Feb,0:01:06,0:01:09,0:04:54,0:04:20,134,940
2016,64,Mar,0:01:01,0:01:06,0:04:37,0:04:13,117,967
2016,64,Apr,0:01:08,0:01:06,0:04:21,0:04:22,109,952
2016,64,May,0:01:09,0:01:05,0:04:14,0:04:13,125,926
2016,64,Jun,0:01:06,0:01:02,0:04:33,0:04:21,145,983
2016,64,Jul,0:01:03,0:01:01,0:04:52,0:04:33,147,1011
2016,64,Aug,0:01:03,0:01:01,0:04:11,0:04:21,121,1009
2016,64,Sep,0:01:03,0:01:03,0:04:54,0:04:32,128,1012
2016,64,Oct,0:01:04,0:01:05,0:04:28,0:04:33,122,974
2016,64,Nov,0:00:58,0:01:02,0:04:40,0:04:42,128,996
2016,64,Dec,0:01:04,0:01:01,0:04:46,0:04:31,145,1002
2016,64,Overall 2016,0:01:04,0:01:04,0:04:36,0:04:26,1601,11669
2016,65,Jan,0:01:11,0:01:12,0:04:53,0:04:45,90,473
2016,65,Feb,0:01:09,0:01:13,0:04:50,0:04:58,64,490
2016,65,Mar,0:01:05,0:01:10,0:04:23,0:05:08,65,532
2016,65,Apr,0:01:09,0:01:06,0:04:34,0:04:45,66,481
2016,65,May,0:01:00,0:01:05,0:04:28,0:04:36,91,498
2016,65,Jun,0:01:07,0:01:02,0:04:47,0:04:38,78,504
2016,65,Jul,0:01:01,0:00:59,0:05:37,0:04:45,74,479
2016,65,Aug,0:00:57,0:00:58,0:04:44,0:04:52,56,527
2016,65,Sep,0:01:04,0:01:01,0:04:36,0:04:47,55,504
2016,65,Oct,0:00:53,0:00:58,0:04:46,0:04:51,55,465
2016,65,Nov,0:01:03,0:01:01,0:04:21,0:04:23,73,471
2016,65,Dec,0:01:03,0:01:04,0:04:45,0:04:47,98,526
2016,65,Overall 2016,0:01:04,0:01:04,0:04:44,0:04:47,865,5950
2016,66,Jan,0:00:58,0:01:05,0:04:05,0:04:20,139,865
2016,66,Feb,0:01:01,0:01:04,0:04:27,0:04:36,100,834
2016,66,Mar,0:01:01,0:00:58,0:04:11,0:04:26,105,836
2016,66,Apr,0:01:06,0:01:01,0:04:26,0:04:32,85,827
2016,66,May,0:00:58,0:00:58,0:04:02,0:04:35,92,862
2016,66,Jun,0:00:56,0:00:56,0:04:14,0:04:34,96,815
2016,66,Jul,0:01:05,0:01:00,0:03:51,0:04:32,97,888
2016,66,Aug,0:01:01,0:00:59,0:03:44,0:04:49,90,790
2016,66,Sep,0:01:05,0:00:58,0:04:18,0:04:44,108,892
2016,66,Oct,0:01:02,0:00:58,0:04:40,0:04:50,90,861
2016,66,Nov,0:01:02,0:00:58,0:04:04,0:04:41,87,834
2016,66,Dec,0:00:57,0:00:53,0:04:23,0:04:50,129,971
2016,66,Overall 2016,0:01:01,0:00:59,0:04:12,0:04:37,1218,10275
2016,67,Jan,0:01:18,0:01:17,0:04:27,0:05:38,72,148
2016,67,Feb,0:01:09,0:01:11,0:03:53,0:04:56,65,170
2016,67,Mar,0:01:09,0:01:11,0:04:21,0:05:04,89,159
2016,67,Apr,0:01:11,0:01:14,0:05:06,0:05:18,60,184
2016,67,May,0:01:10,0:01:10,0:04:31,0:05:21,48,185
2016,67,Jun,0:00:57,0:01:03,0:04:06,0:05:05,76,147
2016,67,Jul,0:01:06,0:01:05,0:04:59,0:05:19,69,174
2016,67,Aug,0:01:03,0:01:02,0:04:17,0:05:03,80,177
2016,67,Sep,0:01:00,0:01:06,0:05:10,0:05:23,104,179
2016,67,Oct,0:01:01,0:01:04,0:04:36,0:04:50,84,174
2016,67,Nov,0:00:59,0:01:08,0:05:23,0:05:19,80,170
2016,67,Dec,0:01:06,0:01:06,0:04:44,0:05:15,97,181
2016,67,Overall 2016,0:01:05,0:01:08,0:04:39,0:05:13,924,2048
2016,68,Jan,0:01:02,0:01:01,0:04:16,0:04:20,59,418
2016,68,Feb,0:01:06,0:01:01,0:04:27,0:04:38,51,435
2016,68,Mar,0:01:01,0:01:00,0:03:43,0:04:16,59,384
2016,68,Apr,0:01:04,0:01:01,0:04:26,0:04:20,48,451
2016,68,May,0:00:59,0:01:01,0:04:11,0:04:31,35,398
2016,68,Jun,0:01:12,0:00:59,0:04:31,0:04:31,51,419
2016,68,Jul,0:01:08,0:01:06,0:04:42,0:04:21,43,477
2016,68,Aug,0:01:07,0:01:00,0:04:31,0:04:30,60,433
2016,68,Sep,0:00:59,0:01:01,0:04:48,0:04:43,49,415
2016,68,Oct,0:00:55,0:00:57,0:04:35,0:04:32,48,397
2016,68,Nov,0:00:59,0:00:52,0:04:12,0:04:33,49,418
2016,68,Dec,0:00:58,0:00:53,0:04:39,0:04:37,79,462
2016,68,Overall 2016,0:01:03,0:00:59,0:04:25,0:04:29,631,5107
2016,69,Jan,0:01:06,0:01:30,0:04:51,0:04:34,38,82
2016,69,Feb,0:01:07,0:01:22,0:04:14,0:04:56,29,69
2016,69,Mar,0:01:17,0:01:17,0:04:11,0:03:47,21,73
2016,69,Apr,0:01:28,0:01:25,0:04:08,0:05:04,27,78
2016,69,May,0:01:05,0:01:25,0:03:48,0:04:39,19,80
2016,69,Jun,0:01:08,0:01:21,0:04:47,0:03:48,27,83
2016,69,Jul,0:00:58,0:01:23,0:06:17,0:05:02,33,99
2016,69,Aug,0:00:59,0:01:11,0:05:03,0:04:35,34,81
2016,69,Sep,0:01:07,0:01:14,0:05:02,0:04:37,20,81
2016,69,Oct,0:01:26,0:01:26,0:05:41,0:04:12,23,92
2016,69,Nov,0:01:17,0:01:15,0:04:58,0:04:25,29,74
2016,69,Dec,0:01:03,0:01:23,0:05:31,0:04:17,36,81
2016,69,Overall 2016,0:01:11,0:01:21,0:04:56,0:04:30,336,973
2016,70,Jan,0:01:33,0:01:16,0:03:19,0:03:55,32,228
2016,70,Feb,0:01:13,0:01:12,0:03:19,0:03:59,34,244
2016,70,Mar,0:01:09,0:01:07,0:03:23,0:04:19,29,224
2016,70,Apr,0:01:18,0:01:07,0:04:16,0:04:14,46,214
2016,70,May,0:01:03,0:01:02,0:05:02,0:04:07,27,225
2016,70,Jun,0:00:56,0:01:02,0:04:05,0:04:20,36,203
2016,70,Jul,0:00:54,0:00:58,0:03:43,0:04:11,30,232
2016,70,Aug,0:00:54,0:00:58,0:04:41,0:04:14,40,235
2016,70,Sep,0:01:03,0:00:53,0:03:55,0:04:21,43,230
2016,70,Oct,0:01:11,0:00:58,0:03:28,0:04:24,61,209
2016,70,Nov,0:00:59,0:00:55,0:03:47,0:04:06,56,223
2016,70,Dec,0:00:52,0:00:54,0:03:45,0:04:18,46,219
2016,70,Overall 2016,0:01:06,0:01:02,0:03:53,0:04:12,480,2686
2016,71,Jan,0:01:09,0:01:05,0:05:07,0:04:55,36,101
2016,71,Feb,0:00:48,0:01:07,0:06:23,0:04:52,25,108
2016,71,Mar,0:01:08,0:00:58,0:06:28,0:04:54,34,106
2016,71,Apr,0:00:57,0:01:05,0:03:46,0:04:20,24,116
2016,71,May,0:01:06,0:01:01,0:05:50,0:05:01,34,93
2016,71,Jun,0:00:56,0:01:03,0:05:21,0:04:55,34,108
2016,71,Jul,0:00:52,0:01:02,0:04:43,0:05:20,38,90
2016,71,Aug,0:00:45,0:01:01,0:05:25,0:04:46,30,85
2016,71,Sep,0:01:00,0:01:05,0:03:41,0:05:14,32,101
2016,71,Oct,0:01:12,0:01:04,0:05:12,0:05:50,41,111
2016,71,Nov,0:01:05,0:01:02,0:04:53,0:05:04,42,106
2016,71,Dec,0:01:00,0:01:00,0:05:44,0:04:59,33,119
2016,71,Overall 2016,0:01:01,0:01:03,0:05:15,0:05:01,403,1244
2016,72,Jan,0:01:11,0:01:07,0:04:42,0:04:14,73,352
2016,72,Feb,0:01:00,0:01:00,0:03:37,0:04:12,54,364
2016,72,Mar,0:00:58,0:01:00,0:04:13,0:04:06,54,355
2016,72,Apr,0:01:01,0:01:01,0:03:43,0:04:09,47,346
2016,72,May,0:01:03,0:00:57,0:04:16,0:04:15,43,286
2016,72,Jun,0:00:51,0:00:50,0:04:05,0:04:17,54,390
2016,72,Jul,0:00:56,0:00:51,0:04:05,0:04:24,70,349
2016,72,Aug,0:01:00,0:00:55,0:04:20,0:04:19,37,379
2016,72,Sep,0:01:00,0:00:56,0:03:52,0:04:22,45,365
2016,72,Oct,0:01:04,0:00:52,0:04:14,0:04:28,58,375
2016,72,Nov,0:01:07,0:00:56,0:05:08,0:04:34,56,347
2016,72,Dec,0:01:02,0:00:54,0:04:55,0:04:36,45,367
2016,72,Overall 2016,0:01:02,0:00:57,0:04:16,0:04:20,636,4275
2016,73,Jan,0:01:06,0:01:01,0:03:56,0:04:14,27,340
2016,73,Feb,0:01:05,0:01:00,0:04:31,0:04:13,31,329
2016,73,Mar,0:01:07,0:00:59,0:03:44,0:04:16,23,329
2016,73,Apr,0:01:04,0:01:00,0:04:27,0:04:27,42,310
2016,73,May,0:01:09,0:01:02,0:03:51,0:04:09,43,351
2016,73,Jun,0:01:00,0:01:03,0:03:56,0:04:20,46,347
2016,73,Jul,0:01:00,0:00:57,0:03:42,0:04:19,55,336
2016,73,Aug,0:01:14,0:01:03,0:03:36,0:04:19,29,350
2016,73,Sep,0:01:03,0:00:59,0:03:44,0:04:19,19,322
2016,73,Oct,0:01:11,0:01:03,0:04:28,0:04:30,30,345
2016,73,Nov,0:01:07,0:01:05,0:03:58,0:04:34,37,335
2016,73,Dec,0:01:09,0:00:58,0:03:34,0:04:28,46,357
2016,73,Overall 2016,0:01:06,0:01:01,0:03:56,0:04:21,428,4051
2016,74,Jan,0:01:13,0:01:08,0:04:15,0:04:14,29,241
2016,74,Feb,0:01:08,0:01:13,0:04:37,0:04:27,43,254
2016,74,Mar,0:01:05,0:01:14,0:03:48,0:04:12,26,249
2016,74,Apr,0:00:58,0:01:16,0:05:07,0:04:23,31,193
2016,74,May,0:01:12,0:01:14,0:03:45,0:04:18,22,244
2016,74,Jun,0:01:16,0:01:10,0:04:40,0:04:22,38,244
2016,74,Jul,0:01:10,0:01:10,0:05:07,0:04:16,27,237
2016,74,Aug,0:01:00,0:01:11,0:03:32,0:04:22,20,239
2016,74,Sep,0:01:17,0:01:04,0:04:42,0:04:41,26,212
2016,74,Oct,0:01:06,0:01:03,0:05:54,0:04:33,22,197
2016,74,Nov,0:00:51,0:01:06,0:07:40,0:04:23,32,206
2016,74,Dec,0:00:58,0:00:57,0:03:55,0:04:27,19,236
2016,74,Overall 2016,0:01:08,0:01:09,0:04:48,0:04:23,335,2752
2016,75,Jan,0:01:16,0:01:11,0:04:45,0:04:26,27,264
2016,75,Feb,0:01:02,0:01:08,0:06:42,0:04:32,20,242
2016,75,Mar,0:01:06,0:01:11,0:04:28,0:04:35,49,255
2016,75,Apr,0:01:19,0:01:05,0:04:57,0:04:25,33,274
2016,75,May,0:01:14,0:01:07,0:04:45,0:04:32,31,246
2016,75,Jun,0:01:12,0:01:06,0:04:53,0:04:18,46,273
2016,75,Jul,0:01:08,0:01:07,0:04:16,0:04:06,40,285
2016,75,Aug,0:01:02,0:01:08,0:04:40,0:04:29,19,223
2016,75,Sep,0:01:05,0:01:01,0:04:54,0:04:28,26,285
2016,75,Oct,0:00:56,0:00:58,0:06:04,0:04:52,39,275
2016,75,Nov,0:01:04,0:01:02,0:05:25,0:04:51,30,248
2016,75,Dec,0:01:06,0:01:02,0:04:49,0:04:38,38,269
2016,75,Overall 2016,0:01:07,0:01:05,0:04:57,0:04:31,398,3139
2016,76,Jan,0:01:22,0:01:12,0:06:54,0:05:38,22,76
2016,76,Feb,0:01:17,0:01:14,0:05:43,0:05:53,24,114
2016,76,Mar,0:01:05,0:01:05,0:05:41,0:05:05,24,94
2016,76,Apr,0:01:22,0:01:09,0:06:10,0:05:20,13,75
2016,76,May,0:01:09,0:01:09,0:05:42,0:05:14,16,95
2016,76,Jun,0:00:56,0:01:09,0:04:20,0:05:30,23,95
2016,76,Jul,0:01:08,0:01:04,0:05:19,0:05:39,34,113
2016,76,Aug,0:00:53,0:01:09,0:05:56,0:05:15,27,103
2016,76,Sep,0:01:01,0:01:06,0:04:55,0:05:44,21,93
2016,76,Oct,0:00:55,0:01:13,0:06:28,0:05:32,22,116
2016,76,Nov,0:00:52,0:01:08,0:04:39,0:06:00,18,102
2016,76,Dec,0:00:53,0:01:07,0:05:51,0:05:49,17,107
2016,76,Overall 2016,0:01:06,0:01:09,0:05:38,0:05:34,261,1183
2016,77,Jan,0:01:06,0:01:15,0:04:59,0:05:13,55,272
2016,77,Feb,0:01:12,0:01:11,0:04:59,0:05:31,44,258
2016,77,Mar,0:01:10,0:01:17,0:05:06,0:05:29,45,284
2016,77,Apr,0:01:09,0:01:15,0:05:34,0:05:30,46,250
2016,77,May,0:01:04,0:01:13,0:05:38,0:05:01,51,252
2016,77,Jun,0:01:08,0:01:11,0:05:18,0:05:17,53,242
2016,77,Jul,0:01:11,0:01:11,0:06:50,0:05:40,65,251
2016,77,Aug,0:01:05,0:01:18,0:05:50,0:05:21,73,242
2016,77,Sep,0:01:07,0:01:11,0:05:33,0:05:29,59,297
2016,77,Oct,0:01:07,0:01:08,0:05:35,0:05:46,51,279
2016,77,Nov,0:01:01,0:01:08,0:05:33,0:05:51,53,246
2016,77,Dec,0:01:02,0:01:10,0:05:51,0:05:36,57,252
2016,77,Overall 2016,0:01:06,0:01:12,0:05:36,0:05:29,652,3125
2016,78,Jan,0:01:19,0:01:18,0:04:35,0:04:27,67,215
2016,78,Feb,0:01:24,0:01:17,0:05:25,0:04:23,33,199
2016,78,Mar,0:01:18,0:01:14,0:04:37,0:04:20,45,215
2016,78,Apr,0:01:18,0:01:11,0:04:46,0:04:28,46,225
2016,78,May,0:01:32,0:01:09,0:04:32,0:04:52,57,210
2016,78,Jun,0:01:08,0:01:09,0:04:41,0:04:30,52,222
2016,78,Jul,0:01:18,0:01:09,0:05:08,0:04:55,49,192
2016,78,Aug,0:01:06,0:01:06,0:04:28,0:04:44,59,243
2016,78,Sep,0:01:08,0:01:04,0:05:31,0:04:42,36,209
2016,78,Oct,0:01:05,0:01:04,0:04:27,0:04:58,41,231
2016,78,Nov,0:01:01,0:01:01,0:04:47,0:05:17,53,183
